2025-02-18T23:03:35.200903+07:00 elk logstash[2210231]: Sending Logstash logs to /var/log/logstash which is now configured via log4j2.properties
"2025-02-18T23:03:35.592607+07:00 elk logstash[2210231]: [2025-02-18T23:03:35,587][INFO ][logstash.runner          ] Log4j configuration path used is: /etc/logstash/log4j2.properties"
"2025-02-18T23:03:35.605769+07:00 elk logstash[2210231]: [2025-02-18T23:03:35,604][INFO ][logstash.runner          ] Starting Logstash {""logstash.version""=>""8.17.1"", ""jruby.version""=>""jruby 9.4.9.0 (3.1.4) 2024-11-04 547c6b150e OpenJDK 64-Bit Server VM 21.0.5+11-LTS on 21.0.5+11-LTS +indy +jit [x86_64-linux]""}"
"2025-02-18T23:03:35.609693+07:00 elk logstash[2210231]: [2025-02-18T23:03:35,609][INFO ][logstash.runner          ] JVM bootstrap flags: [-Xms1g, -Xmx1g, -Djava.awt.headless=true, -Dfile.encoding=UTF-8, -Djruby.compile.invokedynamic=true, -XX:+HeapDumpOnOutOfMemoryError, -Djava.security.egd=file:/dev/urandom, -Dlog4j2.isThreadContextMapInheritable=true, -Dlogstash.jackson.stream-read-constraints.max-string-length=200000000, -Dlogstash.jackson.stream-read-constraints.max-number-length=10000, -Djruby.regexp.interruptible=true, -Djdk.io.File.enableADS=true, --add-exports=jdk.compiler/com.sun.tools.javac.api=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.file=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.parser=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.tree=ALL-UNNAMED, --add-exports=jdk.compiler/com.sun.tools.javac.util=ALL-UNNAMED, --add-opens=java.base/java.security=ALL-UNNAMED, --add-opens=java.base/java.io=ALL-UNNAMED, --add-opens=java.base/java.nio.channels=ALL-UNNAMED, --add-opens=java.base/sun.nio.ch=ALL-UNNAMED, --add-opens=java.management/sun.management=ALL-UNNAMED, -Dio.netty.allocator.maxOrder=11]"
"2025-02-18T23:03:35.683523+07:00 elk logstash[2210231]: [2025-02-18T23:03:35,683][INFO ][org.logstash.jackson.StreamReadConstraintsUtil] Jackson default value override `logstash.jackson.stream-read-constraints.max-string-length` configured to `200000000`"
"2025-02-18T23:03:35.683823+07:00 elk logstash[2210231]: [2025-02-18T23:03:35,683][INFO ][org.logstash.jackson.StreamReadConstraintsUtil] Jackson default value override `logstash.jackson.stream-read-constraints.max-number-length` configured to `10000`"
"2025-02-18T23:03:37.007320+07:00 elk logstash[2210231]: [2025-02-18T23:03:37,005][INFO ][logstash.config.source.local.configpathloader] No config files found in path {:path=>""/etc/logstash/conf.d/*.conf""}"
"2025-02-18T23:03:37.009022+07:00 elk logstash[2210231]: [2025-02-18T23:03:37,007][ERROR][logstash.config.sourceloader] No configuration found in the configured sources."
"2025-02-18T23:03:37.072203+07:00 elk logstash[2210231]: [2025-02-18T23:03:37,071][INFO ][logstash.agent           ] Successfully started Logstash API endpoint {:port=>9600, :ssl_enabled=>false}"
"2025-02-18T23:03:37.085405+07:00 elk logstash[2210231]: [2025-02-18T23:03:37,085][INFO ][logstash.runner          ] Logstash shut down."
"2025-02-18T23:03:37.105343+07:00 elk logstash[2210231]: [2025-02-18T23:03:37,092][FATAL][org.logstash.Logstash    ] Logstash stopped processing because of an error: (SystemExit) exit"
2025-02-18T23:03:37.105513+07:00 elk logstash[2210231]: org.jruby.exceptions.SystemExit: (SystemExit) exit
2025-02-18T23:03:37.105637+07:00 elk logstash[2210231]: #011at org.jruby.RubyKernel.exit(org/jruby/RubyKernel.java:924) ~[jruby.jar:?]
2025-02-18T23:03:37.105748+07:00 elk logstash[2210231]: #011at org.jruby.RubyKernel.exit(org/jruby/RubyKernel.java:883) ~[jruby.jar:?]
2025-02-18T23:03:37.105856+07:00 elk logstash[2210231]: #011at usr.share.logstash.lib.bootstrap.environment.<main>(/usr/share/logstash/lib/bootstrap/environment.rb:90) ~[?:?]
"2025-02-18T23:03:37.182828+07:00 elk systemd[1]: logstash.service: Main process exited, code=exited, status=1/FAILURE"
2025-02-18T23:03:37.183384+07:00 elk systemd[1]: logstash.service: Failed with result 'exit-code'.
2025-02-18T23:03:37.183606+07:00 elk systemd[1]: logstash.service: Consumed 1min 12.974s CPU time.
"2025-02-18T23:03:37.346883+07:00 elk systemd[1]: logstash.service: Scheduled restart job, restart counter is at 26154."
2025-02-18T23:03:37.360908+07:00 elk systemd[1]: Started logstash.service - logstash.
2025-02-18T23:03:37.390445+07:00 elk logstash[2210756]: Using bundled JDK: /usr/share/logstash/jdk
